fieldbridge_id	source_dataset	pair_id	modality	field_strength	paired_field_strength	relative_path	split_group
FG_017	figshare_26075713	FG_017	T1W	3T	7T	data/figshare_26075713/FG_017/FG_017_T1W_3T.nii.gz	figshare_26075713:FG_017
FG_017	figshare_26075713	FG_017	T1W	7T	3T	data/figshare_26075713/FG_017/FG_017_T1W_7T.nii.gz	figshare_26075713:FG_017
FG_017	figshare_26075713	FG_017	T2W	3T	7T	data/figshare_26075713/FG_017/FG_017_T2W_3T.nii.gz	figshare_26075713:FG_017
FG_017	figshare_26075713	FG_017	T2W	7T	3T	data/figshare_26075713/FG_017/FG_017_T2W_7T.nii.gz	figshare_26075713:FG_017
FG_018	figshare_26075713	FG_018	T1W	3T	7T	data/figshare_26075713/FG_018/FG_018_T1W_3T.nii.gz	figshare_26075713:FG_018
FG_018	figshare_26075713	FG_018	T1W	7T	3T	data/figshare_26075713/FG_018/FG_018_T1W_7T.nii.gz	figshare_26075713:FG_018
FG_018	figshare_26075713	FG_018	T2W	3T	7T	data/figshare_26075713/FG_018/FG_018_T2W_3T.nii.gz	figshare_26075713:FG_018
FG_018	figshare_26075713	FG_018	T2W	7T	3T	data/figshare_26075713/FG_018/FG_018_T2W_7T.nii.gz	figshare_26075713:FG_018
FG_019	figshare_26075713	FG_019	T1W	3T	7T	data/figshare_26075713/FG_019/FG_019_T1W_3T.nii.gz	figshare_26075713:FG_019
FG_019	figshare_26075713	FG_019	T1W	7T	3T	data/figshare_26075713/FG_019/FG_019_T1W_7T.nii.gz	figshare_26075713:FG_019
FG_019	figshare_26075713	FG_019	T2W	3T	7T	data/figshare_26075713/FG_019/FG_019_T2W_3T.nii.gz	figshare_26075713:FG_019
FG_019	figshare_26075713	FG_019	T2W	7T	3T	data/figshare_26075713/FG_019/FG_019_T2W_7T.nii.gz	figshare_26075713:FG_019
FG_020	figshare_26075713	FG_020	T1W	3T	7T	data/figshare_26075713/FG_020/FG_020_T1W_3T.nii.gz	figshare_26075713:FG_020
FG_020	figshare_26075713	FG_020	T1W	7T	3T	data/figshare_26075713/FG_020/FG_020_T1W_7T.nii.gz	figshare_26075713:FG_020
FG_020	figshare_26075713	FG_020	T2W	3T	7T	data/figshare_26075713/FG_020/FG_020_T2W_3T.nii.gz	figshare_26075713:FG_020
FG_020	figshare_26075713	FG_020	T2W	7T	3T	data/figshare_26075713/FG_020/FG_020_T2W_7T.nii.gz	figshare_26075713:FG_020
LS_ES1	lausanne_zenodo1438358	LS_ES1	T1W	3T	7T	data/lausanne_zenodo1438358/LS_ES1/LS_ES1_T1W_3T.nii.gz	lausanne_zenodo1438358:LS_ES1
LS_ES1	lausanne_zenodo1438358	LS_ES1	T1W	7T	3T	data/lausanne_zenodo1438358/LS_ES1/LS_ES1_T1W_7T.nii.gz	lausanne_zenodo1438358:LS_ES1
LS_ES2	lausanne_zenodo1438358	LS_ES2	T1W	3T	7T	data/lausanne_zenodo1438358/LS_ES2/LS_ES2_T1W_3T.nii.gz	lausanne_zenodo1438358:LS_ES2
LS_ES2	lausanne_zenodo1438358	LS_ES2	T1W	7T	3T	data/lausanne_zenodo1438358/LS_ES2/LS_ES2_T1W_7T.nii.gz	lausanne_zenodo1438358:LS_ES2
LS_ES3	lausanne_zenodo1438358	LS_ES3	T1W	3T	7T	data/lausanne_zenodo1438358/LS_ES3/LS_ES3_T1W_3T.nii.gz	lausanne_zenodo1438358:LS_ES3
LS_ES3	lausanne_zenodo1438358	LS_ES3	T1W	7T	3T	data/lausanne_zenodo1438358/LS_ES3/LS_ES3_T1W_7T.nii.gz	lausanne_zenodo1438358:LS_ES3
LS_ES4	lausanne_zenodo1438358	LS_ES4	T1W	3T	7T	data/lausanne_zenodo1438358/LS_ES4/LS_ES4_T1W_3T.nii.gz	lausanne_zenodo1438358:LS_ES4
LS_ES4	lausanne_zenodo1438358	LS_ES4	T1W	7T	3T	data/lausanne_zenodo1438358/LS_ES4/LS_ES4_T1W_7T.nii.gz	lausanne_zenodo1438358:LS_ES4
LS_P1	lausanne_zenodo1438358	LS_P1	T1W	3T	7T	data/lausanne_zenodo1438358/LS_P1/LS_P1_T1W_3T.nii.gz	lausanne_zenodo1438358:LS_P1
LS_P1	lausanne_zenodo1438358	LS_P1	T1W	7T	3T	data/lausanne_zenodo1438358/LS_P1/LS_P1_T1W_7T.nii.gz	lausanne_zenodo1438358:LS_P1
LS_P2	lausanne_zenodo1438358	LS_P2	T1W	3T	7T	data/lausanne_zenodo1438358/LS_P2/LS_P2_T1W_3T.nii.gz	lausanne_zenodo1438358:LS_P2
LS_P2	lausanne_zenodo1438358	LS_P2	T1W	7T	3T	data/lausanne_zenodo1438358/LS_P2/LS_P2_T1W_7T.nii.gz	lausanne_zenodo1438358:LS_P2
LS_YS1	lausanne_zenodo1438358	LS_YS1	T1W	3T	7T	data/lausanne_zenodo1438358/LS_YS1/LS_YS1_T1W_3T.nii.gz	lausanne_zenodo1438358:LS_YS1
LS_YS1	lausanne_zenodo1438358	LS_YS1	T1W	7T	3T	data/lausanne_zenodo1438358/LS_YS1/LS_YS1_T1W_7T.nii.gz	lausanne_zenodo1438358:LS_YS1
LS_YS2	lausanne_zenodo1438358	LS_YS2	T1W	3T	7T	data/lausanne_zenodo1438358/LS_YS2/LS_YS2_T1W_3T.nii.gz	lausanne_zenodo1438358:LS_YS2
LS_YS2	lausanne_zenodo1438358	LS_YS2	T1W	7T	3T	data/lausanne_zenodo1438358/LS_YS2/LS_YS2_T1W_7T.nii.gz	lausanne_zenodo1438358:LS_YS2
LS_YS4	lausanne_zenodo1438358	LS_YS4	T1W	3T	7T	data/lausanne_zenodo1438358/LS_YS4/LS_YS4_T1W_3T.nii.gz	lausanne_zenodo1438358:LS_YS4
LS_YS4	lausanne_zenodo1438358	LS_YS4	T1W	7T	3T	data/lausanne_zenodo1438358/LS_YS4/LS_YS4_T1W_7T.nii.gz	lausanne_zenodo1438358:LS_YS4
LS_YS5	lausanne_zenodo1438358	LS_YS5	T1W	3T	7T	data/lausanne_zenodo1438358/LS_YS5/LS_YS5_T1W_3T.nii.gz	lausanne_zenodo1438358:LS_YS5
LS_YS5	lausanne_zenodo1438358	LS_YS5	T1W	7T	3T	data/lausanne_zenodo1438358/LS_YS5/LS_YS5_T1W_7T.nii.gz	lausanne_zenodo1438358:LS_YS5
ON_sub-HYPE00	openneuro_hfc	ON_sub-HYPE00	T1W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE00/ON_sub-HYPE00_T1W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE00
ON_sub-HYPE00	openneuro_hfc	ON_sub-HYPE00	T1W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE00/ON_sub-HYPE00_T1W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE00
ON_sub-HYPE00	openneuro_hfc	ON_sub-HYPE00	T2W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE00/ON_sub-HYPE00_T2W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE00
ON_sub-HYPE00	openneuro_hfc	ON_sub-HYPE00	T2W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE00/ON_sub-HYPE00_T2W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE00
ON_sub-HYPE01	openneuro_hfc	ON_sub-HYPE01	T1W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE01/ON_sub-HYPE01_T1W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE01
ON_sub-HYPE01	openneuro_hfc	ON_sub-HYPE01	T1W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE01/ON_sub-HYPE01_T1W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE01
ON_sub-HYPE01	openneuro_hfc	ON_sub-HYPE01	T2W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE01/ON_sub-HYPE01_T2W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE01
ON_sub-HYPE01	openneuro_hfc	ON_sub-HYPE01	T2W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE01/ON_sub-HYPE01_T2W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE01
ON_sub-HYPE02	openneuro_hfc	ON_sub-HYPE02	T1W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE02/ON_sub-HYPE02_T1W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE02
ON_sub-HYPE02	openneuro_hfc	ON_sub-HYPE02	T1W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE02/ON_sub-HYPE02_T1W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE02
ON_sub-HYPE02	openneuro_hfc	ON_sub-HYPE02	T2W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE02/ON_sub-HYPE02_T2W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE02
ON_sub-HYPE02	openneuro_hfc	ON_sub-HYPE02	T2W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE02/ON_sub-HYPE02_T2W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE02
ON_sub-HYPE03	openneuro_hfc	ON_sub-HYPE03	T1W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE03/ON_sub-HYPE03_T1W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE03
ON_sub-HYPE03	openneuro_hfc	ON_sub-HYPE03	T1W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE03/ON_sub-HYPE03_T1W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE03
ON_sub-HYPE03	openneuro_hfc	ON_sub-HYPE03	T2W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE03/ON_sub-HYPE03_T2W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE03
ON_sub-HYPE03	openneuro_hfc	ON_sub-HYPE03	T2W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE03/ON_sub-HYPE03_T2W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE03
ON_sub-HYPE04	openneuro_hfc	ON_sub-HYPE04	T1W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE04/ON_sub-HYPE04_T1W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE04
ON_sub-HYPE04	openneuro_hfc	ON_sub-HYPE04	T1W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE04/ON_sub-HYPE04_T1W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE04
ON_sub-HYPE04	openneuro_hfc	ON_sub-HYPE04	T2W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE04/ON_sub-HYPE04_T2W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE04
ON_sub-HYPE04	openneuro_hfc	ON_sub-HYPE04	T2W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE04/ON_sub-HYPE04_T2W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE04
ON_sub-HYPE05	openneuro_hfc	ON_sub-HYPE05	T1W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE05/ON_sub-HYPE05_T1W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE05
ON_sub-HYPE05	openneuro_hfc	ON_sub-HYPE05	T1W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE05/ON_sub-HYPE05_T1W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE05
ON_sub-HYPE05	openneuro_hfc	ON_sub-HYPE05	T2W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE05/ON_sub-HYPE05_T2W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE05
ON_sub-HYPE05	openneuro_hfc	ON_sub-HYPE05	T2W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE05/ON_sub-HYPE05_T2W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE05
ON_sub-HYPE06	openneuro_hfc	ON_sub-HYPE06	T1W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE06/ON_sub-HYPE06_T1W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE06
ON_sub-HYPE06	openneuro_hfc	ON_sub-HYPE06	T1W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE06/ON_sub-HYPE06_T1W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE06
ON_sub-HYPE06	openneuro_hfc	ON_sub-HYPE06	T2W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE06/ON_sub-HYPE06_T2W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE06
ON_sub-HYPE06	openneuro_hfc	ON_sub-HYPE06	T2W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE06/ON_sub-HYPE06_T2W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE06
ON_sub-HYPE07	openneuro_hfc	ON_sub-HYPE07	T1W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE07/ON_sub-HYPE07_T1W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE07
ON_sub-HYPE07	openneuro_hfc	ON_sub-HYPE07	T1W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE07/ON_sub-HYPE07_T1W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE07
ON_sub-HYPE07	openneuro_hfc	ON_sub-HYPE07	T2W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE07/ON_sub-HYPE07_T2W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE07
ON_sub-HYPE07	openneuro_hfc	ON_sub-HYPE07	T2W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE07/ON_sub-HYPE07_T2W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE07
ON_sub-HYPE08	openneuro_hfc	ON_sub-HYPE08	T1W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE08/ON_sub-HYPE08_T1W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE08
ON_sub-HYPE08	openneuro_hfc	ON_sub-HYPE08	T1W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE08/ON_sub-HYPE08_T1W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE08
ON_sub-HYPE08	openneuro_hfc	ON_sub-HYPE08	T2W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE08/ON_sub-HYPE08_T2W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE08
ON_sub-HYPE08	openneuro_hfc	ON_sub-HYPE08	T2W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE08/ON_sub-HYPE08_T2W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE08
ON_sub-HYPE09	openneuro_hfc	ON_sub-HYPE09	T1W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE09/ON_sub-HYPE09_T1W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE09
ON_sub-HYPE09	openneuro_hfc	ON_sub-HYPE09	T1W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE09/ON_sub-HYPE09_T1W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE09
ON_sub-HYPE09	openneuro_hfc	ON_sub-HYPE09	T2W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE09/ON_sub-HYPE09_T2W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE09
ON_sub-HYPE09	openneuro_hfc	ON_sub-HYPE09	T2W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE09/ON_sub-HYPE09_T2W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE09
ON_sub-HYPE10	openneuro_hfc	ON_sub-HYPE10	T1W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE10/ON_sub-HYPE10_T1W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE10
ON_sub-HYPE10	openneuro_hfc	ON_sub-HYPE10	T1W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE10/ON_sub-HYPE10_T1W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE10
ON_sub-HYPE10	openneuro_hfc	ON_sub-HYPE10	T2W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE10/ON_sub-HYPE10_T2W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE10
ON_sub-HYPE10	openneuro_hfc	ON_sub-HYPE10	T2W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE10/ON_sub-HYPE10_T2W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE10
ON_sub-HYPE11	openneuro_hfc	ON_sub-HYPE11	T1W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE11/ON_sub-HYPE11_T1W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE11
ON_sub-HYPE11	openneuro_hfc	ON_sub-HYPE11	T1W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE11/ON_sub-HYPE11_T1W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE11
ON_sub-HYPE11	openneuro_hfc	ON_sub-HYPE11	T2W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE11/ON_sub-HYPE11_T2W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE11
ON_sub-HYPE11	openneuro_hfc	ON_sub-HYPE11	T2W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE11/ON_sub-HYPE11_T2W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE11
ON_sub-HYPE12	openneuro_hfc	ON_sub-HYPE12	T1W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE12/ON_sub-HYPE12_T1W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE12
ON_sub-HYPE12	openneuro_hfc	ON_sub-HYPE12	T1W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE12/ON_sub-HYPE12_T1W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE12
ON_sub-HYPE12	openneuro_hfc	ON_sub-HYPE12	T2W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE12/ON_sub-HYPE12_T2W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE12
ON_sub-HYPE12	openneuro_hfc	ON_sub-HYPE12	T2W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE12/ON_sub-HYPE12_T2W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE12
ON_sub-HYPE13	openneuro_hfc	ON_sub-HYPE13	T1W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE13/ON_sub-HYPE13_T1W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE13
ON_sub-HYPE13	openneuro_hfc	ON_sub-HYPE13	T1W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE13/ON_sub-HYPE13_T1W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE13
ON_sub-HYPE13	openneuro_hfc	ON_sub-HYPE13	T2W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE13/ON_sub-HYPE13_T2W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE13
ON_sub-HYPE13	openneuro_hfc	ON_sub-HYPE13	T2W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE13/ON_sub-HYPE13_T2W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE13
ON_sub-HYPE14	openneuro_hfc	ON_sub-HYPE14	T1W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE14/ON_sub-HYPE14_T1W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE14
ON_sub-HYPE14	openneuro_hfc	ON_sub-HYPE14	T1W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE14/ON_sub-HYPE14_T1W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE14
ON_sub-HYPE14	openneuro_hfc	ON_sub-HYPE14	T2W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE14/ON_sub-HYPE14_T2W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE14
ON_sub-HYPE14	openneuro_hfc	ON_sub-HYPE14	T2W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE14/ON_sub-HYPE14_T2W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE14
ON_sub-HYPE15	openneuro_hfc	ON_sub-HYPE15	T1W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE15/ON_sub-HYPE15_T1W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE15
ON_sub-HYPE15	openneuro_hfc	ON_sub-HYPE15	T1W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE15/ON_sub-HYPE15_T1W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE15
ON_sub-HYPE15	openneuro_hfc	ON_sub-HYPE15	T2W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE15/ON_sub-HYPE15_T2W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE15
ON_sub-HYPE15	openneuro_hfc	ON_sub-HYPE15	T2W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE15/ON_sub-HYPE15_T2W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE15
ON_sub-HYPE16	openneuro_hfc	ON_sub-HYPE16	T1W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE16/ON_sub-HYPE16_T1W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE16
ON_sub-HYPE16	openneuro_hfc	ON_sub-HYPE16	T1W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE16/ON_sub-HYPE16_T1W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE16
ON_sub-HYPE16	openneuro_hfc	ON_sub-HYPE16	T2W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE16/ON_sub-HYPE16_T2W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE16
ON_sub-HYPE16	openneuro_hfc	ON_sub-HYPE16	T2W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE16/ON_sub-HYPE16_T2W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE16
ON_sub-HYPE17	openneuro_hfc	ON_sub-HYPE17	T1W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE17/ON_sub-HYPE17_T1W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE17
ON_sub-HYPE17	openneuro_hfc	ON_sub-HYPE17	T1W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE17/ON_sub-HYPE17_T1W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE17
ON_sub-HYPE17	openneuro_hfc	ON_sub-HYPE17	T2W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE17/ON_sub-HYPE17_T2W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE17
ON_sub-HYPE17	openneuro_hfc	ON_sub-HYPE17	T2W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE17/ON_sub-HYPE17_T2W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE17
ON_sub-HYPE18	openneuro_hfc	ON_sub-HYPE18	T1W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE18/ON_sub-HYPE18_T1W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE18
ON_sub-HYPE18	openneuro_hfc	ON_sub-HYPE18	T1W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE18/ON_sub-HYPE18_T1W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE18
ON_sub-HYPE18	openneuro_hfc	ON_sub-HYPE18	T2W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE18/ON_sub-HYPE18_T2W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE18
ON_sub-HYPE18	openneuro_hfc	ON_sub-HYPE18	T2W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE18/ON_sub-HYPE18_T2W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE18
ON_sub-HYPE19	openneuro_hfc	ON_sub-HYPE19	T1W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE19/ON_sub-HYPE19_T1W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE19
ON_sub-HYPE19	openneuro_hfc	ON_sub-HYPE19	T1W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE19/ON_sub-HYPE19_T1W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE19
ON_sub-HYPE19	openneuro_hfc	ON_sub-HYPE19	T2W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE19/ON_sub-HYPE19_T2W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE19
ON_sub-HYPE19	openneuro_hfc	ON_sub-HYPE19	T2W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE19/ON_sub-HYPE19_T2W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE19
ON_sub-HYPE20	openneuro_hfc	ON_sub-HYPE20	T1W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE20/ON_sub-HYPE20_T1W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE20
ON_sub-HYPE20	openneuro_hfc	ON_sub-HYPE20	T1W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE20/ON_sub-HYPE20_T1W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE20
ON_sub-HYPE20	openneuro_hfc	ON_sub-HYPE20	T2W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE20/ON_sub-HYPE20_T2W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE20
ON_sub-HYPE20	openneuro_hfc	ON_sub-HYPE20	T2W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE20/ON_sub-HYPE20_T2W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE20
ON_sub-HYPE21	openneuro_hfc	ON_sub-HYPE21	T1W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE21/ON_sub-HYPE21_T1W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE21
ON_sub-HYPE21	openneuro_hfc	ON_sub-HYPE21	T1W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE21/ON_sub-HYPE21_T1W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE21
ON_sub-HYPE21	openneuro_hfc	ON_sub-HYPE21	T2W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE21/ON_sub-HYPE21_T2W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE21
ON_sub-HYPE21	openneuro_hfc	ON_sub-HYPE21	T2W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE21/ON_sub-HYPE21_T2W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE21
ON_sub-HYPE22	openneuro_hfc	ON_sub-HYPE22	T1W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE22/ON_sub-HYPE22_T1W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE22
ON_sub-HYPE22	openneuro_hfc	ON_sub-HYPE22	T1W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE22/ON_sub-HYPE22_T1W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE22
ON_sub-HYPE22	openneuro_hfc	ON_sub-HYPE22	T2W	3T	64mT	data/openneuro_hfc/ON_sub-HYPE22/ON_sub-HYPE22_T2W_3T.nii.gz	openneuro_hfc:ON_sub-HYPE22
ON_sub-HYPE22	openneuro_hfc	ON_sub-HYPE22	T2W	64mT	3T	data/openneuro_hfc/ON_sub-HYPE22/ON_sub-HYPE22_T2W_64mT.nii.gz	openneuro_hfc:ON_sub-HYPE22
O_2001	osf	O_2001	T1W	3T	7T	data/osf/O_2001/O_2001_T1W_3T.nii.gz	osf:O_2001
O_2001	osf	O_2001	T1W	7T	3T	data/osf/O_2001/O_2001_T1W_7T.nii.gz	osf:O_2001
O_2002	osf	O_2002	T1W	3T	7T	data/osf/O_2002/O_2002_T1W_3T.nii.gz	osf:O_2002
O_2002	osf	O_2002	T1W	7T	3T	data/osf/O_2002/O_2002_T1W_7T.nii.gz	osf:O_2002
O_2003	osf	O_2003	T1W	3T	7T	data/osf/O_2003/O_2003_T1W_3T.nii.gz	osf:O_2003
O_2003	osf	O_2003	T1W	7T	3T	data/osf/O_2003/O_2003_T1W_7T.nii.gz	osf:O_2003
